participant,rater_1,rater_2,rater_3,rater_4,rater_5,performance_1,performance_2,performance_3,performance_4,performance_5,hire_1,hire_2,hire_3,hire_4,hire_5,expansiveness_1,expansiveness_2,expansiveness_3,expansiveness_4,expansiveness_5,gender_1,gender_2,gender_3,gender_4,gender_5,race_1,race_2,race_3,race_4,race_5,Order,Room,qualtrics,cond,Date,Time,RA,Video,Pose,Gamble,Length,Comments,Exclude.Video,Exc.Reason,StartDate,EndDate,powerful,in_charge,dominant,in_control,leader,accomplished,successful,achieving,fullfilled,self.worth,confident,productive,aware_pp,ted_pp,heard_pp,gender,race,exclude_video1,comments_video1,exclude_video2,comments_video2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1105,1124,1050,1300,NA,5,5,5,4,NA,1,1,1,3,NA,7,5,5,5,NA,2,1,2,1,NA,2,1,2,3,NA,43,1,y,UE,3/30/16,2:45,JD,Y,NA,N,26,NA,N,,3/30/16,15:08,3/30/16,15:09,4,4,4,4,3,3,2,3,2,2,2,3,Y,Y,Y,2,2,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1346,1072,1014,1198,NA,3,5,5,5,NA,2,1,1,1,NA,2,2,5,4,NA,1,2,1,2,NA,1,1,1,1,NA,102,1,y,UC,4/7/16,4:30,IF,Y,NA,N,24,NA,N,,4/7/16,16:49,4/7/16,16:51,3,4,3,3,3,3,3,3,2,4,3,4,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1107,1072,1168,1012,NA,4,2,3,1,NA,1,2,2,3,NA,6,2,6,2,NA,2,2,1,1,NA,1,1,1,1,NA,33,1,y,UE,3/29/16,1:15,IF,Y,NA,Y,24,"Participant asked how many tickets total were in the drawing. I forgot to ask them to state their job title. Praticipant asked how much time was left during their speech, participant was prompted to continue.",N,,3/29/16,13:36,3/29/16,13:37,2,2,2,2,3,2,2,2,3,3,3,4,Y,N,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1258,1072,1226,1334,NA,3,1,3,3,NA,1,3,2,2,NA,4,2,3,5,NA,2,2,2,1,NA,1,1,1,1,NA,209,1,y,AE,4/20/16,5:00,SS,Y,N,Y,30,"had hard time getting to five minute mark, at the end said he wasn�t expecting this",N,,4/20/16,17:25,4/20/16,17:28,3,3,3,3,3,2,3,3,3,2,3,4,N,Y,Y,1,1,N,Hands,close,together,on,the,table,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1164,1169,1170,1212,NA,3,6,4,4,NA,2,1,2,1,NA,2,3,2,4,NA,1,2,2,2,NA,1,1,1,1,NA,156,1,y,AC,4/14/16,9:00,RT,Y,N,N,30,Had,to,prompt,participant,three,times,during,speech.,N,,4/14/16,9:28,4/14/16,9:30,4,2,3,3,3,3,4,3,5,5,4,4,N,N,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1381,1217,1345,1311,NA,3,3,5,1,NA,3,2,2,3,NA,1,3,4,1,NA,2,2,2,2,NA,1,1,1,1,NA,138,1,y,AC,4/12/16,4:15,AF,Y,Y,Y,31,Asked,about,who,and,when,to,form,impressions,on,task:,commented,about,how,hard,positions,are,to,hold.,Briefly,uncrossed,legs,during,speech,instruction,asked,if,had,to,hold,position,during,speech,preparation:,said,they,knew,what,I,was,writing,when,difficulty,prompting,speech:,looked,at,dorm,when,next,RA,opened,door,N,,4/12/16,16:17,4/12/16,16:44,2,3,4,4,3,1,1,3,2,2,1,3,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1131,1193,1147,NA,NA,2,3,6,NA,NA,3,3,1,NA,NA,2,3,5,NA,NA,1,1,2,NA,NA,2,1,1,NA,NA,203,1,y,AE,4/20/16,11:15,YS,Y,N,Y,29,"asked ""I just stand here like this right?"" during the 1 min position standing; asked whether she has to keep talking for 5 mins",N,,4/20/16,11:40,4/20/16,11:40,4,3,4,3,4,4,4,4,4,4,5,4,Y,Y,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1134,1108,1060,1379,NA,2,3,3,4,NA,3,2,3,2,NA,3,3,3,2,NA,2,2,2,1,NA,3,2,2,1,NA,59,1,y,AC,4/1/16,2:00,IF,Y,N,N,30,Participant,asked,if,the,speech,had,to,be,5,min.,N,,4/1/16,14:26,4/1/16,14:27,2,2,2,2,2,2,2,2,2,4,2,4,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1237,1395,1142,1071,NA,6,1,3,4,NA,1,3,2,2,NA,5,4,2,4,NA,2,1,2,2,NA,1,1,1,2,NA,164,1,y,UE,4/15/16,11:30,RM,Y,NA,N,25,NA,N,,4/15/16,11:50,4/15/16,11:51,5,5,5,5,5,5,5,5,5,5,5,5,Y,N,Y,1,1,N,NA,N,head,lowered,at,points,during,expansive,pose,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,n,AE,3/22/16,6:30,MP,Y,N,N,NA,Victor,was,here.,Participant,left,experiment,during,the,5-minute,speech,preparation,time,Y,Participant,quit,during,speech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1020,1357,1198,1055,NA,5,4,5,5,NA,1,2,2,2,NA,5,5,5,5,NA,2,1,2,1,NA,1,1,1,1,NA,123,1,y,AE,4/11/16,11:15,SA,Y,NA,N,30,NA,N,,4/11/16,11:32,4/11/16,11:33,4,4,3,4,4,4,4,5,3,4,4,4,N,N,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1179,1383,1392,1166,NA,4,4,4,6,NA,1,2,2,1,NA,2,2,4,6,NA,2,2,1,2,NA,1,1,2,1,NA,192,1,y,UE,4/19/16,10:30,RT,Y,NA,Y,25,Participant,asked,if,she,should,talk,to,the,camera,during,Psychopy,tasks.,Asked,before,speech,preparation,if,she,could,talk,about,her,specific,dream,job.,N,,4/19/16,10:54,4/19/16,10:55,3,4,3,4,2,2,2,2,2,2,4,2,Y,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1279,1289,1168,1177,NA,5,3,6,3,NA,1,3,1,2,NA,5,2,3,2,NA,2,1,1,2,NA,3,1,1,4,NA,74,1,y,UC,4/4/16,7:15,JD,Y,NA,Y,22,Looked,at,the,camera,while,speaking,and,stood,in,a,very,closed,stance,N,,4/4/16,19:33,4/4/16,19:34,5,5,3,5,5,5,5,5,5,5,5,5,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1139,1289,1182,1376,NA,4,5,3,4,NA,2,1,3,3,NA,2,6,3,7,NA,2,1,2,1,NA,2,1,1,1,NA,155,1,y,UE,4/13/16,7:15,MP,Y,NA,N,25,Accidentally,had,timer,go,off,during,step,17,(speech,explanation).,N,,4/13/16,19:39,4/13/16,19:40,4,3,4,5,4,4,4,4,5,5,4,4,Y,Y,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,1,n,AE,4/18/16,5:45,YS,N,N,Y,21,Do,not,wish,to,be,filmed,,did,not,speak,for,5,minites,because,she,did,not,feel,comfortable,to,continue,,N,,4/18/16,18:05,4/18/16,18:06,1,1,1,1,1,1,1,1,1,1,1,1,N,N,N,2,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1118,1185,1232,NA,NA,4,3,3,NA,NA,2,2,2,NA,NA,4,2,5,NA,NA,1,1,2,NA,NA,1,3,5,NA,NA,104,1,y,AE,4/7/16,6:30,AF,Y,N,Y,31,Asked,clarifying,questions,for,the,speech,preparation:,commented,on,how,long,five,minutes,felt,N,,4/7/16,18:19,4/7/16,18:59,2,1,2,1,2,3,2,2,2,4,3,2,N,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1389,1378,1008,1311,NA,4,6,6,5,NA,2,1,1,1,NA,3,5,2,4,NA,1,2,2,2,NA,1,1,1,1,NA,21,1,y,AC,3/27/16,2:41,RM,Y,N,N,31,NA,N,,3/27/16,15:11,3/27/16,15:12,4,3,3,2,4,3,2,2,3,5,3,3,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1110,1303,1094,1321,NA,2,5,4,4,NA,3,1,1,2,NA,2,6,3,3,NA,2,2,2,2,NA,1,1,1,1,NA,160,1,y,UE,4/14/16,2:15,AF,Y,NA,N,25,Showed,up,five,minutes,late,,said,the,gift,card,was,incentive,,laughed,numerous,times,during,speech,instructions,,asked,if,it,could,be,any,job:,wanted,further,explanation,of,speech,task,and,asked,if,it,had,to,be,full,five,minutes,and,made,several,comments,of,not,thinking,they,could,go,full,five,minutes,,laughed,and,made,fun,of,speech,afterward,N,,4/14/16,14:00,4/14/16,14:41,1,1,1,1,1,1,2,2,1,1,1,2,Y,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1299,1312,1297,NA,NA,6,5,5,NA,NA,1,2,2,NA,NA,1,4,2,NA,NA,1,1,1,NA,NA,3,1,5,NA,NA,154,1,y,AC,4/13/16,6:30,MP,Y,NA,Y,30,"I forgot to tilt the screen up during pose B. Participant asked if he had to last the whole 5 minutes, and asked how many times I have to listen to these speeches.",N,,4/13/16,18:57,4/13/16,18:58,2,2,2,2,4,4,4,4,4,4,4,3,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1019,1128,1074,1032,NA,1,2,2,3,NA,3,2,3,2,NA,1,1,1,3,NA,1,2,2,1,NA,1,2,1,1,NA,165,1,y,AC,4/15/16,12:15,RM,Y,N,N,45,Came,5,minutes,late.,Seemed,like,she,did,not,fully,prepare,a,5,mintue,speech.,A,lot,a,prompting,,N,,4/15/16,12:55,4/15/16,12:56,2,3,3,3,2,3,3,3,3,3,3,2,Y,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1280,1090,1285,1320,NA,2,1,2,4,NA,3,3,3,2,NA,5,3,4,6,NA,2,1,2,1,NA,1,1,1,2,NA,60,1,y,UC,4/1/16,2:45,IF,Y,NA,Y,23,Participant,asked,if,the,speech,had,to,be,exactly,5,min,long.,Explained,that,the,speech,would,be,timed,for,exactly,5,min.,Participant,had,to,be,promted,several,times,to,continue,during,speech.,N,,4/1/16,15:05,4/1/16,15:06,2,3,3,4,3,2,3,3,2,3,2,3,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,1299,1010,1254,NA,NA,3,6,6,NA,NA,3,1,1,NA,NA,5,5,6,NA,NA,1,2,2,NA,NA,3,2,2,NA,NA,10,1,y,AC,3/23/16,6:30,HM,Y,N,Y,32,"Victor was here. Had to clarify instructions multiple times (how to sit during video, what to do during impression formation task), seemed to know what to do after we clarified ",N,,3/23/16,19:00,3/23/16,19:01,5,4,5,5,5,5,5,5,5,5,5,5,Y,Y,N,1,2,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1350,1070,1277,1177,NA,,5,1,3,NA,,1,3,2,NA,,4,1,4,NA,,2,,2,NA,,1,,4,NA,107,1,y,AE,4/8/16,9:15,HM,Y,N,Y,29,Asked,numerous,clarifying,questions,about,Psychopy,Task,,had,a,lot,of,nervous,laughter,,struggled,going,full,5,minutes,for,speech,(prompted,4,times),N,,4/8/16,9:42,4/8/16,9:43,4,3,3,4,4,3,4,4,4,4,4,3,N,N,Y,1,3,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1081,1165,1228,1311,NA,2,5,2,1,NA,2,1,2,3,NA,1,4,2,3,NA,2,2,2,2,NA,1,2,1,1,NA,114,1,y,AC,4/9/16,3:10,HM,Y,N,Y,30,Started,at,3:10,instead,of,3:15,,stopped,doing,pose,while,I,was,explaining,speech,task,,stopped,after,stating,job,,had,to,be,prompted,4,times,N,,4/9/16,15:38,4/9/16,15:39,3,3,3,4,3,3,3,3,3,4,4,4,Y,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1340,1123,1028,1321,NA,4,3,6,3,NA,2,2,1,3,NA,3,4,5,3,NA,2,2,2,2,NA,1,2,2,1,NA,89,1,y,AC,4/6/16,3:30,SS,Y,N,Y,30,"asked if could use a paper to prepare, replied with no (since have to hold position) forgot to adjust camera for pose B",N,,4/6/16,15:57,4/6/16,15:58,3,4,3,4,4,4,4,4,4,5,4,5,N,N,N,2,1,N,left,arm,not,holding,body,(constrictive,B),N,"one arm holding elbow, the other close to waist but not holding body (constrictive C)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1335,1124,1077,1272,1374,2,3,,4,6,1,2,,1,3,7,3,,3,2,2,1,,2,2,1,1,,2,3,110,1,y,AC,4/8/16,2:00,IF,Y,N,N,28,Participant,stuck,during,the,speech,multiple,times.,Hard,time,reaching,5,minute,mark.,N,,4/8/16,14:25,4/8/16,14:26,3,1,2,4,3,4,3,4,5,4,3,5,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1302,1390,1031,1018,NA,4,7,4,6,NA,1,1,2,2,NA,3,1,3,5,NA,2,2,1,2,NA,1,1,1,1,NA,9,1,y,UC,3/23/16,2:00,JD,Y,NA,N,26,Victor,was,here.,Camera,was,changed,between,the,one,minute,and,five,minute,speech,preparation,period.,Batteries,were,running,low.,Victor,merged,the,video,files.,N,,3/23/16,14:24,3/23/16,14:25,4,4,4,4,4,4,3,4,4,4,4,3,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1155,1052,1297,1024,NA,6,6,6,6,NA,1,1,1,1,NA,5,4,5,2,NA,2,2,1,2,NA,1,2,5,5,NA,137,1,y,AC,4/12/16,3:30,AF,Y,N,N,29,ROTC,student,N,,4/12/16,15:23,4/12/16,15:58,4,3,2,4,4,4,4,4,4,4,4,3,Y,Y,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1,n,UE,4/3/16,3:00,RM,N,NA,NA,15,Participant,felt,task,was,too,much,for,for,the,amount,of,credits,and,asked,to,leave.,Did,complete,impression,task,,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1019,1027,1282,1349,NA,3,3,5,1,NA,2,2,1,3,NA,2,3,4,1,NA,1,2,1,1,NA,1,1,1,1,NA,58,1,y,AC,4/1/16,11:18,RM,Y,N,N,28,Struggled,a,bit,with,the,speech,but,did,go,full,5,minutes.,Took,participant,a,minute,to,discibe,their,job,title,,N,,4/1/16,11:48,4/1/16,11:49,3,2,2,3,3,3,2,3,2,3,2,2,Y,Y,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1362,1169,1343,1334,NA,5,5,2,6,NA,1,1,2,1,NA,6,6,2,5,NA,2,2,2,1,NA,1,1,1,1,NA,127,1,y,UE,4/11/16,5:45,YS,Y,NA,N,21,participant,asked,whether,she,has,to,stay,in,the,same,mins,,whether,she,should,prepare,the,speech,for,5,mins,and,talk,for,5,mins,,N,,4/11/16,18:04,4/11/16,18:05,2,2,2,2,2,1,3,3,2,2,1,2,N,N,N,2,1,N,expansive,B--standing,back,from,table,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1372,1086,1196,1153,NA,1,2,3,1,NA,2,2,1,3,NA,2,4,5,1,NA,2,2,2,1,NA,2,3,1,1,NA,12,1,y,UC,3/24/16,7:15,AF,Y,NA,Y,25,Started,at,6:50,instead,of,7:15:,had,very,difficult,time,going,full,five,minutes,N,,3/24/16,18:20,3/24/16,19:14,1,2,2,2,2,2,3,3,3,4,2,4,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1121,1159,1352,1354,NA,5,7,6,5,NA,2,1,1,1,NA,2,1,4,4,NA,1,2,2,1,NA,1,2,1,1,NA,131,1,y,UC,4/12/16,10:30,RT,Y,NA,Y,24,Asked,if,she,had,to,stay,in,position,during,the,first,task.,Asked,if,she,should,address,me,or,the,camera,during,the,speech.,Asked,if,I,would,tell,her,how,much,time,was,left,when,she,asked.,N,,4/12/16,10:52,4/12/16,10:53,4,3,2,4,4,4,4,3,3,4,4,3,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1299,1052,1330,1321,NA,5,2,4,4,NA,2,3,2,2,NA,1,4,3,3,NA,1,2,2,2,NA,3,2,1,1,NA,26,1,y,UE,3/28/16,1:15,MP,Y,NA,Y,28,NA,N,,3/28/16,13:37,3/28/16,13:38,3,4,2,2,4,2,3,3,3,5,4,5,Y,Y,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1110,1328,1231,1065,NA,7,5,5,5,NA,1,1,1,1,NA,7,7,4,6,NA,2,2,1,2,NA,1,2,3,1,NA,20,1,y,UC,3/27/16,1:12,RM,Y,NA,N,28,Victor,was,here.,I,forgot,to,ask,them,to,state,their,job,title.,,N,,3/27/16,13:37,3/27/16,13:38,5,3,3,3,3,4,4,4,3,3,3,4,N,N,N,1,4,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1037,1303,1328,1012,NA,5,4,5,4,NA,1,1,2,2,NA,3,5,6,4,NA,2,2,2,1,NA,2,1,2,1,NA,196,1,y,AE,4/19/16,2:45,IF,Y,N,Y,29,Participant,aked,how,much,time,was,left,and,if,they,had,to,go,the,full,five,min,N,,4/19/16,15:11,4/19/16,15:12,4,3,4,4,4,4,4,4,3,4,4,3,Y,N,Y,2,1,N,NA,Y,Made,gestures,with,one,hand,for,more,than,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1130,1332,1352,1143,NA,1,2,2,2,NA,3,3,3,3,NA,1,1,2,2,NA,2,2,2,1,NA,2,3,1,1,NA,44,1,y,AE,3/30/16,3:30,SS,Y,N,N,30,Participant,stuck,during,the,speech,multiple,times.,Hard,time,reaching,5,minute,mark.,N,,3/30/16,15:57,3/30/16,15:58,2,2,1,1,2,3,3,4,4,4,2,4,Y,N,Y,2,1,N,"leaned forward slightly, hands near edge of the table (expansive B)",Y,hands,behind,her,back,for,more,than,30,s,(expansive,C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1258,1108,1329,1354,NA,4,6,4,3,NA,1,1,2,3,NA,2,5,3,3,NA,2,2,2,1,NA,1,2,2,1,NA,120,1,y,AC,4/10/16,6:00,JD,Y,N,Y,30,One,of,the,few,students,to,practice,speech,aloud,N,,4/10/16,18:22,4/10/16,18:23,2,2,2,2,2,1,1,3,1,2,1,2,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
